cluster_id|rank|b_id|b_name|score
19038|2|76902017-9|INVERSIONES E INMOBILIARIA EL ESTUARIO LIMITADA|0.6659
19038|3|76437989-6|INVERSIONES E INMOBILIARIA EL ESTUARIO SPA|0.6645
19039|1|99553530-0|INMOBILIARIA E INVERSIONES ESTRATEGICAS S A|0.9177
19039|2|76181832-5|INVERSIONES ESTRATEGICAS SPA|0.6864
19039|3|76276876-3|INVERSIONES ESTRATEGICAS SPA|0.6864
19040|1|76044357-3|INMOBILIARIA E INVERSIONES ESYTER S.A.|1.0
19040|2|96514720-9|INVERSIONES E INMOBILIARIA ESPANA S A|0.6926
19040|3|76123958-9|COMERCIAL E INDUSTRIAL ESYTER S.A.|0.6221
19041|1|77830654-9|INMOBILIARIA E INVERSIONES ETRODEK LIMITADA|0.6734
19041|2|76763200-2|INMOB E INVERSIONES DUHALDE ETXEA LTDA|0.6539
19041|3|76096800-5|INMOBILIARIA RENTAS E INVERSIONES NUEVA ETAPA LIMITADA|0.6337
19042|1|76479622-5|INMOBILIARIA E INVERSIONES EUROPA S.A.|0.722
19042|2|76123130-8|INMOBILIARIA E INVERSIONES EURO LIMITADA|0.7048
19042|3|76101108-1|INMOBILIARIA E INVERSIONES EURO GOLD LIMITADA|0.6247
19043|1|76479622-5|INMOBILIARIA E INVERSIONES EUROPA S.A.|1.0
19043|2|96948180-4|INMOBILIARIA EUROPA SOCIEDAD ANONIMA|0.8198
19043|3|99505710-7|INVERSIONES EUROPA S A|0.7242
19044|1|76905351-4|INMOBILIARIA E INVERSIONES EVANSEI SPA|1.0
19044|2|77881417-K|INMOBILIARIA E INVERSIONES EVA SPA|0.7842
19044|3|77685554-5|INVERSIONES E INMOBILIARIA EVOLET SPA|0.6503
19045|1|76485853-0|INMOBILIARIA E INVERSIONES EXITO LIMITADA|0.7081
19045|2|76031262-2|INMOBILIARIA E INVERSIONES SUR EXTREMO LIMITADA|0.5619
19045|3|76030731-9|IMPORTADORA, EXPORTADORA, INMOBILIARIA E INVERSIONES NOBITEX LIMITADA|0.5154
19046|1|77123430-5|INMOBILIARIA E INVERSIONES EXTREMADURA LIMITADA|0.8997
19046|2|96786730-6|INMOBILIARIA E INVERSORA EXTREMADURA S A|0.6708
19046|3|76361606-1|INMOBILIARIA NUEVA EXTREMADURA LIMITADA|0.6502
19047|1|78039630-K|INMOBILIARIA E INVERSIONES EYLON SOC LTD|0.8296
19047|2|77417964-K|INMOBILIARIA E INVERSIONES E & E S.A.|0.6324
19047|3|76676081-3|INMOBILIARIA E INVERSIONES E & A SPA|0.6257
19048|1|76213104-8|INMOBILIARIA EYZAGUIRRE SPA|0.7139
19048|2|77384760-6|AGRICOLA COMERCIAL E INMOBILIARIA EYZAGUIRRE S.A.|0.5885
19048|3|77861716-1|INMOBILIARIA PARQUE EYZAGUIRRE SPA|0.5761
19049|1|76433517-1|INMOBILIARIA E INVERSIONES F.E.H.M SPA|0.7045
19049|2|76021116-8|INMOBILIARIA E INVERSIONES FENIX S.A.|0.6309
19049|3|78181890-9|INMOBILIARIA E INVERSIONES RATTO Y FERNA|0.5875
19050|1|76433517-1|INMOBILIARIA E INVERSIONES F.E.H.M SPA|1.0
19050|2|77948623-0|SOCIEDAD INMOBILIARIA E INVERSIONES FER SPA|0.6015
19050|3|78181890-9|INMOBILIARIA E INVERSIONES RATTO Y FERNA|0.5654
19051|1|76017110-7|INMOBILIARIA E INVERSIONES F.I.Q.LIMITADA|1.0
19051|2|76754902-4|INMOBILIARIA E INVERSIONES FIVAL LIMITADA|0.7101
19051|3|76846290-9|INMOBILIARIA E INVERSIONES FINGMAS LIMITADA|0.6868
19052|1|77532799-5|INMOBILIARIA E INVERSIONES FMC SPA|0.9005
19052|2|76671080-8|INMOBILIARIA E INVERSIONES F.M.C LIMITADA|0.8926
19052|3|77418893-2|INMOBILIARIA E INVERSIONES FMV LIMITADA|0.6528
19053|1|76671080-8|INMOBILIARIA E INVERSIONES F.M.C LIMITADA|1.0
19053|2|77532799-5|INMOBILIARIA E INVERSIONES FMC SPA|0.753
19053|3|77418893-2|INMOBILIARIA E INVERSIONES FMV LIMITADA|0.733
19054|1|76017706-7|INMOBILIARIA E INVERSIONES FABENVI LIMITADA|0.6578
19054|2|76532807-1|INMOBILIARIA E INVERSIONES FAM SPA|0.649
19054|3|77247020-7|FAB INMOBILIARIA LIMITADA|0.6292
19055|1|76017706-7|INMOBILIARIA E INVERSIONES FABENVI LIMITADA|0.7573
19055|2|77247020-7|FAB INMOBILIARIA LIMITADA|0.7553
19055|3|76018042-4|INMOBILIARIA E INVERSIONES FAVV LIMITADA|0.7112
19056|1|77227492-0|INMOBILIARIA E INVERSIONES FALTERONITA SPA|0.9154
19056|2|76093979-K|INVERSIONES E INMOBILIARIA FALTERONA SPA|0.6586
19056|3|99580520-0|INMOBILIARIA E INVERSIONES FARAHAN S A|0.6166
19057|1|76766374-9|INMOBILIARIA E INVERSIONES FAMILIA GEISSE SPA|0.7948
19057|2|77091396-9|INMOBILIARIA E INVERSIONES MI FAMILIA SPA|0.7096
19057|3|76532807-1|INMOBILIARIA E INVERSIONES FAM SPA|0.6969
19058|1|76011650-5|INMOBILIARIA E INVERSIONES FANALONE SPA|0.7264
19058|2|76532807-1|INMOBILIARIA E INVERSIONES FAM SPA|0.6596
19058|3|99580520-0|INMOBILIARIA E INVERSIONES FARAHAN S A|0.646
19059|1|99580520-0|INMOBILIARIA E INVERSIONES FARAHAN S A|0.7592
19059|2|77546505-0|INMOBILIARIA E INVERSIONES FARAON SPA.|0.7369
19059|3|76438435-0|INMOBILIARIA E INVERSIONES FARIHU SPA|0.7301
19060|1|99580520-0|INMOBILIARIA E INVERSIONES FARAHAN S A|1.0
19060|2|96969380-1|INVERSIONES E INMOBILIARIA FAMINVER  S A|0.6377
19060|3|77546505-0|INMOBILIARIA E INVERSIONES FARAON SPA.|0.5797
19061|1|76962444-9|INMOBILIARIA E INVERSIONES FARIUS SPA|0.708
19061|2|76438435-0|INMOBILIARIA E INVERSIONES FARIHU SPA|0.708
19061|3|77302700-5|INMOBILIARIA E INVERSIONES FARCUH LIMITADA|0.699
19062|1|77371431-2|INMOBILIARIA E INVERSIONES FARREY SPA|0.7066
19062|2|76017377-0|INMOBILIARIA E INVERSIONES FARELLONES LIMITADA|0.6751
19062|3|76962444-9|INMOBILIARIA E INVERSIONES FARIUS SPA|0.6583
19063|1|76017377-0|INMOBILIARIA E INVERSIONES FARELLONES LIMITADA|0.9289
19063|2|76223889-6|INMOBILIARIA FARELLONES SPA.|0.7051
19063|3|76855853-1|INMOBILIARIA FARELLONES SPA|0.7051
19064|1|76791245-5|INMOBILIARIA E INVERSIONES FAUVAR SPA|0.7366
19064|2|76532807-1|INMOBILIARIA E INVERSIONES FAM SPA|0.6538
19064|3|76018042-4|INMOBILIARIA E INVERSIONES FAVV LIMITADA|0.6477
19065|1|76719749-7|INMOBILIARIA E INVERSIONES FEI SPA|1.0
19065|2|77948623-0|SOCIEDAD INMOBILIARIA E INVERSIONES FER SPA|0.6289
19065|3|78181890-9|INMOBILIARIA E INVERSIONES RATTO Y FERNA|0.5857
19066|1|76181581-4|INMOBILIARIA E INVERSIONES FELANITX LIMITADA|0.713
19066|2|76380256-6|INVERSIONES E INMOBILIARIA FELCAM LIMITADA|0.6527
19066|3|77452010-4|INMOBILIARIA E INVERSIONES FELIMARK LIMITADA|0.6381
19067|1|76230614-K|INMOBILIARIA E INVERSIONES FEN SOCIEDAD ANONIMA|0.9375
19067|2|76002918-1|INMOBILIARIA E INVERSIONES FENIX S.A.|0.7618
19067|3|76021116-8|INMOBILIARIA E INVERSIONES FENIX S.A.|0.7618
19068|1|76230614-K|INMOBILIARIA E INVERSIONES FEN SOCIEDAD ANONIMA|0.8357
19068|2|76117299-9|INMOBILIARIA E INVERSIONES FENIX LIMITADA|0.7155
19068|3|76575939-0|SOCIEDAD INMOBILIARIA E INVERSIONES FÉNIX LIMITADA|0.7152
19069|1|76002918-1|INMOBILIARIA E INVERSIONES FENIX S.A.|0.9116
19069|2|76021116-8|INMOBILIARIA E INVERSIONES FENIX S.A.|0.9116
19069|3|76488896-0|INMOBILIARIA E INVERSIONES FENIX SPA|0.9035
19070|1|76117299-9|INMOBILIARIA E INVERSIONES FENIX LIMITADA|1.0
19070|2|76432675-K|INMOBILIARIA E INVERSIONES SAN FENIX LIMITADA|0.9151
19070|3|76575939-0|SOCIEDAD INMOBILIARIA E INVERSIONES FÉNIX LIMITADA|0.8878
19071|1|78544080-3|INVERSIONES E INMOBILIARIA FERIS LIMITADA|0.6654
19071|2|77932930-5|INMOBILIARIA E INVERSIONES FERPA LIMITADA|0.6562
19071|3|76337510-2|INMOBILIARIA E INVERSIONES FERGASA LIMITADA|0.6428
19072|1|76232144-0|INMOBILIARIA E INVERSIONES FERDINAND & OLIVARES LIMITADA|0.7434
19072|2|76021116-8|INMOBILIARIA E INVERSIONES FENIX S.A.|0.6106
19072|3|77223056-7|INMOBILIARIA E INVERSIONES FERRARA SPA|0.601
19073|1|77558250-2|INMOBILIARIA E INVERSIONES FERMAR LIMITADA|1.0
19073|2|77038323-4|INMOBILIARIA FERMAR LIMITADA|0.8118
19073|3|76991709-8|INMOBILIARIA FERMAR LIMITADA|0.8118
19074|1|78181890-9|INMOBILIARIA E INVERSIONES RATTO Y FERNA|0.8323
19074|2|77932930-5|INMOBILIARIA E INVERSIONES FERPA LIMITADA|0.7176
19074|3|79891690-4|INMOBILIARIA E INVERSIONES SAN FERNANDO|0.7088
19075|1|77932930-5|INMOBILIARIA E INVERSIONES FERPA LIMITADA|0.7138
19075|2|77223056-7|INMOBILIARIA E INVERSIONES FERRARA SPA|0.7081
19075|3|76337510-2|INMOBILIARIA E INVERSIONES FERGASA LIMITADA|0.6997
19076|1|76297919-5|INMOBILIARIA E INVERSIONES FERRAN & CISTERNA LIMITADA|0.8652
19076|2|77223056-7|INMOBILIARIA E INVERSIONES FERRARA SPA|0.6915
19076|3|78181890-9|INMOBILIARIA E INVERSIONES RATTO Y FERNA|0.6887
19077|1|76810413-1|INMOBILIARIA E INVERSIONES FGK SPA|1.0
19077|2|77454272-8|INMOBILIARIA E INVERSIONES FGK PROPIEDADES SPA|0.9105
19077|3|77697729-2|INMOBILIARIA E INVERSIONES FGS SPA|0.7329
19078|1|77697729-2|INMOBILIARIA E INVERSIONES FGS SPA|1.0
19078|2|76810413-1|INMOBILIARIA E INVERSIONES FGK SPA|0.7217
19078|3|77454272-8|INMOBILIARIA E INVERSIONES FGK PROPIEDADES SPA|0.6918
19079|1|76069062-7|INMOBILIARIA E INVERSIONES FIGO SPA|0.7938
19079|2|99572360-3|INMOBILIARIA E INVERSIONES FIGUERES S A|0.7094
19079|3|76963639-0|INMOBILIARIA E INVERSIONES FIGUEROA SPA|0.598
19080|1|77576367-1|INMOBILIARIA E INVERSIONES FIGUE LIMITADA|1.0
19080|2|76017110-7|INMOBILIARIA E INVERSIONES F.I.Q.LIMITADA|0.7108
19080|3|76754902-4|INMOBILIARIA E INVERSIONES FIVAL LIMITADA|0.694
19081|1|76963639-0|INMOBILIARIA E INVERSIONES FIGUEROA SPA|1.0
19081|2|76384487-0|INVERSIONES E INMOBILIARIA FIGUEROA RIFFO SPA|0.8805
19081|3|76532687-7|INMOBILIARIA FIGUEROA SPA|0.8125
19082|1|76401080-9|INMOBILIARIA E INVERSIONES FILIPO LIMITADA|0.7071
19082|2|76268045-9|INVERSIONES E INMOBILIARIA FILIA LIMITADA|0.6582
19082|3|76017110-7|INMOBILIARIA E INVERSIONES F.I.Q.LIMITADA|0.6316
19083|1|76401080-9|INMOBILIARIA E INVERSIONES FILIPO LIMITADA|1.0
19083|2|76268045-9|INVERSIONES E INMOBILIARIA FILIA LIMITADA|0.7368
19083|3|76017110-7|INMOBILIARIA E INVERSIONES F.I.Q.LIMITADA|0.707
19084|1|76398860-0|INMOBILIARIA E INVERSIONES FINANCIERAS SPA|0.9121
19084|2|78733320-6|INMOBILIARIA E INVERSIONES FINANCIERAS SPA|0.9121
19084|3|96819140-3|INVERSIONES INMOBILIARIA Y FINANCIERAS S A|0.7734
19085|1|76812840-5|INMOBILIARIA E INVERSIONES FISCHER SPA|0.8753
19085|2|76808069-0|INMOBILIARIA E INVERSIONES HERMES SPA|0.6754
19085|3|76220227-1|INMOBILIARIA E INVERSIONES FISCHER & HERNANDEZ LIMITADA|0.6707
19086|1|77070392-1|INMOBILIARIA E INVERSIONES FJBR SPA|1.0
19086|2|77714809-5|INMOBILIARIA FJLB SPA|0.515
19086|3|76420981-8|COMERCIAL E INMOBILIARIA FJC SPA|0.5113
19087|1|76205535-K|INMOBILIARIA E INVERSIONES FLAVIA MENDEZ SPA|0.6695
19087|2|76775830-8|INMOBILIARIA E INVERSIONES FLM LTDA|0.6549
19087|3|96842730-K|INMOBILIARIA E INVERSIONES FLORIA LIMITADA|0.6487
19088|1|77136438-1|INMOBILIARIA E INVERSIONES FLECTCHER SPA|1.0
19088|2|77622614-9|INMOBILIARIA E INVERSIONES FLORES SPA|0.7249
19088|3|76002925-4|INMOBILIARIA E INVERSIONES FLORENCIA SPA|0.6916
19089|1|76775830-8|INMOBILIARIA E INVERSIONES FLM LTDA|0.6565
19089|2|96842730-K|INMOBILIARIA E INVERSIONES FLORIA LIMITADA|0.652
19089|3|78508880-8|INVERSIONES FLINT LIMITADA|0.6508
19090|1|76421357-2|INMOBILIARIA E INVERSIONES FLORES LIMITADA|0.7401
19090|2|96842730-K|INMOBILIARIA E INVERSIONES FLORIA LIMITADA|0.7311
19090|3|77622614-9|INMOBILIARIA E INVERSIONES FLORES SPA|0.718
19091|1|76421357-2|INMOBILIARIA E INVERSIONES FLORES LIMITADA|1.0
19091|2|76035328-0|INMOBILIARIA E INVERSIONES FLORES RIQUELME LIMITADA|0.898
19091|3|76459953-5|INMOBILIARIA E INVERSIONES RIOS Y FLORES LIMITADA|0.8677
19092|1|77642892-2|INMOBILIARIA FORTE SPA|0.7261
19092|2|96060000-2|INMOBILIARIA E INVERSIONES FORTEZUELO S A|0.7011
19092|3|76091307-3|INMOBILIARIA E INVERSIONES FORTUNE LIMITADA|0.698
19093|1|76435725-6|INMOBILIARIA E INVERSIONES FOURCORP LIMITADA|0.684
19093|2|76207974-7|INMOBILIARIA E INVERSIONES FOUR SITE LIMITADA|0.6425
19093|3|76692968-0|INMOBILIARIA E INVERSIONES FORTALEZA SPA|0.5891
19094|1|76435725-6|INMOBILIARIA E INVERSIONES FOURCORP LIMITADA|1.0
19094|2|76207974-7|INMOBILIARIA E INVERSIONES FOUR SITE LIMITADA|0.7031
19094|3|77219007-7|INMOBILIARIA E INVERSIONES FORTALEZA LIMITADA|0.6852
19095|1|77410251-5|INMOBILIARIA E INVERSIONES FPG SPA|1.0
19095|2|77005394-3|INVERSIONES FPG SPA|0.6808
19095|3|77005428-1|ASESORIAS FPG SPA|0.5591
19096|1|76308811-1|INVERSIONES E INMOBILIARIA FRANCE SPA|0.7567
19096|2|76618872-9|INVERSIONES E INMOBILIARIA FRANLUZ LIMITADA|0.7411
19096|3|76346861-5|ASESORIAS E INMOBILIARIA FRAN SPA|0.7375
19097|1|76934354-7|INMOBILIARIA E INVERSIONES FRANCISCA SPA|1.0
19097|2|76005532-8|SOCIEDAD INMOBILIARIA E INVERSIONES SANTA FRANCISCA SPA.|0.8367
19097|3|76084165-K|INMOBILIARIA E INVERSIONES SAN FRANCISCO SPA|0.7633
19098|1|76316640-6|INVERSIONES E INMOBILIARIA FRANCISCO FROST E.I.R.L.|0.7186
19098|2|76934354-7|INMOBILIARIA E INVERSIONES FRANCISCA SPA|0.7159
19098|3|76474423-3|INMOBILIARIA E INVERSIONES FRANCISCO NOGUERA LIMITADA|0.7087
19099|1|77068374-2|INMOBILIARIA E INVERSIONES FRANCO PROPIEDADES SPA|0.7974
19099|2|76879820-6|INMOBILIARIA FRANCO SPA|0.7265
19099|3|76934354-7|INMOBILIARIA E INVERSIONES FRANCISCA SPA|0.7102
19100|1|76093867-K|INVERSIONES FRANEDE LIMITADA|0.7373
19100|2|78410360-9|INMOBILIARIA E INVERSIONES FRANJA LIMITADA|0.7258
19100|3|76376255-6|INMOBILIARIA E INVERSIONES FRONTERA LIMITADA|0.7082
19101|1|76159524-5|INMOBILIARIA E INVERSIONES FRASER SPA.|1.0
19101|2|77654858-8|INMOBILIARIA E INVERSIONES FRANMAR SPA|0.7092
19101|3|76308811-1|INVERSIONES E INMOBILIARIA FRANCE SPA|0.6787
19102|1|76416749-K|INMOBILIARIA E INVERSIONES FRAY JORGE LIMITADA|0.8562
19102|2|96655680-3|INVERSIONES E INMOBILIARIA FRAY MARTIN LIMITADA|0.8091
19102|3|76159524-5|INMOBILIARIA E INVERSIONES FRASER SPA.|0.6889
19103|1|96623320-6|INMOBILIARIA E INVERSIONES FRUTILLAR NUM|0.6824
19103|2|76567072-1|INMOBILIARIA E INVERSIONES FRUTILLAR  SPA|0.6404
19103|3|78410360-9|INMOBILIARIA E INVERSIONES FRANJA LIMITADA|0.6153
19104|1|77486275-7|INMOBILIARIA E INVERSIONES FUENTES SPA|0.7114
19104|2|78321540-3|INMOBILIARIA E INVERSIONES FUENTES LIMITADA|0.705
19104|3|76246903-0|INMOBILIARIA E INVERSIONES FUENTES LIMITADA|0.705
19105|1|76442429-8|INMOBILIARIA E INVERSIONES FUSION LIMITADA|0.699
19105|2|77258400-8|INVERSIONES E INMOBILIARIA FUSION LIMITADA|0.6546
19105|3|77659037-1|INMOBILIARIA E INVERSIONES FUSION ZERO LIMITADA|0.6439
19106|1|76442429-8|INMOBILIARIA E INVERSIONES FUSION LIMITADA|1.0
19106|2|77258400-8|INVERSIONES E INMOBILIARIA FUSION LIMITADA|0.9587
19106|3|77659037-1|INMOBILIARIA E INVERSIONES FUSION ZERO LIMITADA|0.9155
19107|1|77659037-1|INMOBILIARIA E INVERSIONES FUSION ZERO LIMITADA|0.914
19107|2|76442429-8|INMOBILIARIA E INVERSIONES FUSION LIMITADA|0.8216
19107|3|77258400-8|INVERSIONES E INMOBILIARIA FUSION LIMITADA|0.7834
19108|1|78982660-9|INMOBILIARIA E INVERSIONES FUTAHUENTE LIMITADA|0.7096
19108|2|76316628-7|INVERSIONES E INMOBILIARIA FUTURA LIMITADA|0.6617
19108|3|76261017-5|INMOBILIARIA E INVERSIONES FUTURO LIMITADA|0.6546
19109|1|78982660-9|INMOBILIARIA E INVERSIONES FUTAHUENTE LIMITADA|0.9308
19109|2|76261017-5|INMOBILIARIA E INVERSIONES FUTURO LIMITADA|0.6587
19109|3|78722270-6|INMOBILIARIA E INVERSIONES FUTURO LTDA|0.6587
19110|1|76261017-5|INMOBILIARIA E INVERSIONES FUTURO LIMITADA|0.7407
19110|2|78722270-6|INMOBILIARIA E INVERSIONES FUTURO LTDA|0.7407
19110|3|96716230-2|INMOBILIARIA E INVERSIONES FUTURO LIMITADA|0.7407
19111|1|76261017-5|INMOBILIARIA E INVERSIONES FUTURO LIMITADA|1.0
19111|2|78722270-6|INMOBILIARIA E INVERSIONES FUTURO LTDA|1.0
19111|3|96716230-2|INMOBILIARIA E INVERSIONES FUTURO LIMITADA|1.0
19112|1|76020598-2|INMOBILIARIA E INVERSIONES FUTURO S A|1.0
19112|2|96625260-K|INMOBILIARIA E INVERSIONES MI FUTURO S A|0.9085
19112|3|76410616-4|INMOBILIARIA FUTURO SOCIEDAD ANONIMA|0.8067
19113|1|76455186-9|INMOBILIARIA E INVERSIONES FUTURO SPA|1.0
19113|2|76369406-2|INMOBILIARIA E INVERSIONES FUTURO SPA|1.0
19113|3|77112716-9|INMOBILIARIA E INVERSIONES FUTURO SPA|1.0
19115|1|76008740-8|INMOBILIARIA E INVERSIONES GALY LIMITADA|0.7205
19115|2|76810307-0|INMOBILIARIA E INVERSIONES GALBAU LIMITADA|0.699
19115|3|77848470-6|INMOBILIARIA E INVERSIONES GARCIA E HIJOS LIMITADA|0.6722
19117|1|76090588-7|INMOBILIARIA E INVERSIONES G CUATRO S.A.|1.0
19117|2|96668500-K|INMOBILIARIA CUATRO G S.A.|0.8079
19117|3|76751507-3|INMOBILIARIA E INVERSIONES DEL SUR CUATRO S.A.|0.7672
19120|1|77270505-0|INMOBILIARIA E INVERSIONES GABI LIMITADA|1.0
19120|2|76159440-0|INMOBILIARIA GABI LIMITADA|0.8085
19120|3|96713850-9|INMOBILIARIA E INVERSIONES GABIRIA LTDA|0.7757
19121|1|96713850-9|INMOBILIARIA E INVERSIONES GABIRIA LTDA|0.7024
19121|2|77270505-0|INMOBILIARIA E INVERSIONES GABI LIMITADA|0.6962
19121|3|76194501-7|INMOBILIARIA E INVERSIONES SAN GABRIEL SPA|0.6395
19122|1|76032845-6|INMOBILIARIA E INVERSIONES GACO SPA|0.9337
19122|2|77878684-2|INMOBILIARIA E INVERSIONES GAC LIMITADA|0.7044
19122|3|76263655-7|INMOBILIARIA E INVERSIONES JUAN GAC SPA|0.6678
19123|1|76217033-7|INMOBILIARIA E INVERSIONES GAETE HERMANOS LIMITADA|0.653
19123|2|76082785-1|INMOBILIARIA E INVERSIONES GAETANO DE BONIS SPA|0.6426
19123|3|76008740-8|INMOBILIARIA E INVERSIONES GALY LIMITADA|0.6405
19124|1|76082785-1|INMOBILIARIA E INVERSIONES GAETANO DE BONIS SPA|0.8254
19124|2|76217033-7|INMOBILIARIA E INVERSIONES GAETE HERMANOS LIMITADA|0.6175
19124|3|76307457-9|INVERSIONES E INMOBILIARIA GAETE RETAMAL LIMITADA|0.5634
19125|1|96651600-3|INMOBILIARIA E INVERSIONES GAL SA|0.938
19125|2|76072415-7|INMOBILIARIA E INVERSIONES GALA SPA|0.713
19125|3|76008740-8|INMOBILIARIA E INVERSIONES GALY LIMITADA|0.6857
19126|1|76863600-1|INMOBILIARIA E INVERSIONES GALAPAGOS LIMITADA|0.9261
19126|2|78302750-K|INMOBILIARIA E INVERSIONES GALAPAGOS LIMITADA|0.9261
19126|3|77344540-0|SERVICIOS E INVERSIONES GALAPAGOS LIMITADA|0.6967
19127|1|96651600-3|INMOBILIARIA E INVERSIONES GAL SA|0.7411
19127|2|76810307-0|INMOBILIARIA E INVERSIONES GALBAU LIMITADA|0.7337
19127|3|76072415-7|INMOBILIARIA E INVERSIONES GALA SPA|0.726
19128|1|76072415-7|INMOBILIARIA E INVERSIONES GALA SPA|0.7836
19128|2|76810307-0|INMOBILIARIA E INVERSIONES GALBAU LIMITADA|0.7526
19128|3|77433326-6|INMOBILIARIA E INVERSIONES GALLARDO SPA|0.7392
19129|1|96651600-3|INMOBILIARIA E INVERSIONES GAL SA|0.7389
19129|2|76072415-7|INMOBILIARIA E INVERSIONES GALA SPA|0.7238
19129|3|78575940-0|INMOBILIARIA E INVERSIONES GALAXY  LTDA|0.7096
19130|1|76206044-2|INMOBILIARIA E INVERSIONES GALDAMES E HIJOS LIMITADA|0.8004
19130|2|76072415-7|INMOBILIARIA E INVERSIONES GALA SPA|0.6701
19130|3|77433326-6|INMOBILIARIA E INVERSIONES GALLARDO SPA|0.6304
19131|1|76342800-1|INMOBILIARIA E INVERSIONES GALESOR S.A.|1.0
19131|2|96651600-3|INMOBILIARIA E INVERSIONES GAL SA|0.7861
19131|3|76094351-7|INMOBILIARIA E INVERSIONES GALVARINO SOCIEDAD ANONIMA|0.7201
19132|1|96651600-3|INMOBILIARIA E INVERSIONES GAL SA|0.7378
19132|2|76094351-7|INMOBILIARIA E INVERSIONES GALVARINO SOCIEDAD ANONIMA|0.7097
19132|3|77562118-4|INMOBILIARIA E INVERSIONES GALUPI SPA|0.7088
19133|1|76512257-0|INMOBILIARIA E INVERSIONES GALLARDO SPA|1.0
19133|2|77433326-6|INMOBILIARIA E INVERSIONES GALLARDO SPA|1.0
19133|3|76225921-4|INMOBILIARIA GALLARDO SPA|0.8125
19134|1|76491449-K|INMOBILIARIA E INVERSIONES GAMH SPA.|0.9337
19134|2|76236083-7|INMOBILIARIA E INVERSIONES GARMAX SPA|0.6497
19134|3|78192620-5|INVERSIONES E INMOBILIARIA GAMI LIMITADA|0.6393
19135|1|76616318-1|INMOBILIARIA E INVERSIONES GAN LIMITADA|1.0
19135|2|76008740-8|INMOBILIARIA E INVERSIONES GALY LIMITADA|0.7205
19135|3|76810307-0|INMOBILIARIA E INVERSIONES GALBAU LIMITADA|0.699
19136|1|76616318-1|INMOBILIARIA E INVERSIONES GAN LIMITADA|0.7802
19136|2|76008740-8|INMOBILIARIA E INVERSIONES GALY LIMITADA|0.6955
19136|3|76810307-0|INMOBILIARIA E INVERSIONES GALBAU LIMITADA|0.6854
19137|1|77197645-K|INMOBILIARIA E INVERSIONES GANESHA Y NARASINJA COMPANIA LIMITADA|0.7229
19137|2|76039916-7|INMOBILIARIA E INVERSIONES VALLE DE NAR LIMITADA|0.6428
19137|3|76616318-1|INMOBILIARIA E INVERSIONES GAN LIMITADA|0.63
19138|1|96519780-K|INMOBILIARIA E INVERSIONES GARIT S A|0.7371
19138|2|96729390-3|INMOBILIARIA E INVERSIONES GARCIA GEIGER S A|0.6938
19138|3|77006262-4|INMOBILIARIA E INVERSIONES GARCIA DAVID SPA|0.69
19139|1|76062444-6|INMOBILIARIA E INVERSIONES GARCIA Y CASTILLO LIMITADA|0.7963
19139|2|79961460-K|INMOBILIARIA E INVERSIONES RIVAS Y GARCIA LIMITADA|0.7181
19139|3|77006262-4|INMOBILIARIA E INVERSIONES GARCIA DAVID SPA|0.7123
19140|1|76807685-5|INMOBILIARIA E INVERSIONES GARDY LIMITADA|0.9251
19140|2|96519780-K|INMOBILIARIA E INVERSIONES GARIT S A|0.6833
19140|3|76237294-0|INMOBILIARIA E INVERSIONES GARUBE CHILE SPA|0.6668
19141|1|76019067-5|INMOBILIARIA E INVERSIONES GARESCO LIMITADA|0.7008
19141|2|96519780-K|INMOBILIARIA E INVERSIONES GARIT S A|0.6856
19141|3|76237294-0|INMOBILIARIA E INVERSIONES GARUBE CHILE SPA|0.6687
19142|1|76847248-3|INMOBILIARIA E INVERSIONES GARMENDIA SPA|1.0
19142|2|76236083-7|INMOBILIARIA E INVERSIONES GARMAX SPA|0.6951
19142|3|77142241-1|INMOBILIARIA E INVERSIONES GARABANDAL SPA|0.6668
19143|1|96519780-K|INMOBILIARIA E INVERSIONES GARIT S A|0.7265
19143|2|76269638-K|INMOBILIARIA E INVERSIONES GAROIN LIMITADA|0.699
19143|3|77468528-6|INVERSIONES E INMOBILIARIA GARO SPA|0.687
19144|1|76874279-0|INMOBILIARIA E INVERSIONES GARRIDO SPA|0.7388
19144|2|96519780-K|INMOBILIARIA E INVERSIONES GARIT S A|0.7371
19144|3|76110562-0|INMOBILIARIA E INVERSIONES GARRIDO LIMITADA|0.7017
19145|1|76110562-0|INMOBILIARIA E INVERSIONES GARRIDO LIMITADA|1.0
19145|2|76308159-1|GARRIDO SALINAS INMOBILIARIA E INVERSIONES LIMITADA|0.8507
19145|3|76152419-4|INVERSIONES E INMOBILIARIA GARRIDO Y SUÁREZ LIMITADA|0.8238
19146|1|76874279-0|INMOBILIARIA E INVERSIONES GARRIDO SPA|1.0
19146|2|76227633-K|INMOBILIARIA GARRIDO SPA|0.8102
19146|3|76110562-0|INMOBILIARIA E INVERSIONES GARRIDO LIMITADA|0.7476
19147|1|76237294-0|INMOBILIARIA E INVERSIONES GARUBE CHILE SPA|0.9462
19147|2|76236083-7|INMOBILIARIA E INVERSIONES GARMAX SPA|0.6119
19147|3|76269638-K|INMOBILIARIA E INVERSIONES GAROIN LIMITADA|0.6072
19148|1|76373873-6|INMOBILIARIA E INVERSIONES GATICA & TAPIA LIMITADA|0.8836
19148|2|77091320-9|INMOBILIARIA E INVERSIONES GATICA Y CAMPORA LIMITADA|0.8614
